ID,Notional,MtM,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1y,2y,3y,4y,5y,10y
141,23939000,-315000,-0.002754239,-0.009409602,-0.022085996,-0.042004827,-0.061242603,-0.001330905,-0.120989756,-0.141361984,-0.199403825,-0.242016096,-0.268412065,-0.164954087,-0.63164199,-1.424104614,59694.86343,71547.9533,0
142,81591000,470000,0.008910017,0.033941873,0.074709675,0.126440654,0.224234656,-904.6550239,0.41700616,0.480035888,0.637025383,0.717812837,0.828009893,-59367.38884,-119564.2501,0,0,0,0
143,56136000,-513000,-0.005801232,-0.023008395,-0.055682359,-0.100301434,-0.141607241,-0.003003161,-0.28270766,-0.310086025,-0.419139416,-0.513187304,-0.599080381,-0.344718196,76994.15131,125424.057,0,0,0
144,56136000,-513000,-0.006301422,-0.021003975,-0.060124483,-0.086451296,-0.128046339,-0.003115688,-0.255353608,-0.336341316,-0.436943365,-0.47647048,-0.66370485,-0.406173934,75212.48234,127409.4549,0,0,0
145,27197000,153000,0.002941867,0.011486185,0.028097405,0.049019048,0.06342552,-299.7221581,0.130358817,0.167003535,0.221352741,0.228007864,0.308688211,-20370.68733,-35377.7909,0,0,0,0
146,69697000,51000,0.007174438,0.027283798,-27716.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,53030000,-70000,-0.005593673,-0.023686422,-0.05543374,-0.085883513,-0.133050139,38175.73962,0,0,0,0,0,0,0,0,0,0,0
148,27197000,155000,0.003003367,0.012196668,0.025749819,0.044478256,0.069638098,-294.0942057,0.118111571,0.163427539,0.205131414,0.234791093,0.271602566,-18540.19478,-41827.53998,0,0,0,0
149,11970000,-160000,-0.001223278,-0.004843505,-0.012638744,-0.019157534,-0.031050204,-0.000681926,-0.060264281,-0.074312502,-0.090288384,-0.117626732,-0.122888599,-0.084512161,-0.341780203,-0.851056116,32013.87804,37976.99,0
150,54394000,306000,0.006169315,0.023634183,0.053767435,0.084132527,0.129825565,-626.4251587,0.27798183,0.306965691,0.417769636,0.50409778,0.652861192,-39946.77282,-76822.7898,0,0,0,0
151,11970000,-157000,-0.001323348,-0.005369791,-0.012607769,-0.021904933,-0.031682942,-0.000622022,-0.05341333,-0.070091388,-0.082083944,-0.100097263,-0.142123009,-0.078292206,-0.380859236,-0.855661452,33847.84933,36721.97931,0
152,16500000,0,0.001877226,0.006400821,0.016253241,-236.7253513,-21.60591779,369.8518988,0.083256801,0.109422067,0.133233821,-514.7014085,-40.74053217,476.2681689,7.782218786,-31.91552499,-12719.20442,-81295.12089,0
153,16177000,24000,0.001861309,0.007379182,0.016168802,-230.3314664,-20.54323522,393.6919896,0.081279769,0.105064364,0.135073459,-573.5159028,-42.06966056,420.6069,7.806747841,-28.95581316,-13154.41789,-89135.95889,0
154,4076000,6000,0.000402925,0.001605453,0.004297443,-59.42197937,-5.574724442,94.54297111,0.020529716,0.02743506,0.030866058,-133.2076718,-10.63185001,102.4984462,2.021070821,-6.851491867,-3465.92727,-21852.15289,0
155,47879000,600000,-81.02683728,0.020819066,0.052185764,0.076818259,0.128292538,505.777697,-657.166892,0.274350341,0.355310775,0.445048941,0.478396385,155.16526,-4.777832064,-7.276567667,-104008.7737,-156339.7122,0
156,57879000,-637000,94.71079358,-0.026285488,-0.052239183,-0.104504091,-0.132620572,-687.3403004,772.7361187,-0.328951131,-0.429959114,-0.494550587,-0.64148448,-192.0395661,6.088761852,101771.9383,174476.216,0,0
157,18712000,126000,-30.13687522,0.007233862,0.018725016,0.032995854,0.046159172,196.5537722,-224.1602471,0.117921679,0.149157006,0.17252053,0.195709677,52.68568311,-25345.44894,-45265.08288,0,0,0
158,11970000,-124000,17.09091263,-0.005173001,-0.012807178,-0.02000719,-0.029334399,-144.9698422,147.9895601,-0.076212474,-0.094344052,-0.102815824,-0.132176492,-36.2513386,1.336123191,1.890440844,27939.75565,42546.53961,0
159,12121000,-141000,21.95680163,-0.004780104,-0.011057128,-0.019964526,-0.031047,-131.9173338,144.151725,-0.073444418,-0.09296546,-0.122053498,-0.132450176,-35.39028859,0.221684627,2.026691827,28794.7222,41667.07097,0
160,11970000,163000,-26.34381724,0.004535625,0.011260457,0.018560553,0.030923705,144.1615327,-158.5855322,0.07160506,0.085438085,0.116045555,0.126577667,42.01538806,-0.520284517,-2.748934356,-29360.27842,-39317.65905,0
161,12121000,81000,-43.10610348,0.0050576,0.012498296,0.01819898,0.033445127,221.8670102,-237.291934,0.078169127,0.100070465,0.11981877,0.122820118,53.54583066,-0.06372854,-2.984382015,-26273.75142,-48282.0679,0
162,94394000,107000,0.009797007,0.040277844,0.087509543,0.174749657,0.265727441,0.36782563,0.475645791,-76986.50801,-26105.46297,0,0,0,0,0,0,0,0
163,11667000,13000,0.001281265,0.00455982,0.012890297,0.021577503,0.032342591,0.048044862,0.061791996,-9804.932879,-3078.861977,0,0,0,0,0,0,0,0
164,105606000,119000,0.01173469,0.045708333,0.108270926,0.182537997,0.260298307,0.427345607,-97348.8906,0,0,0,0,0,0,0,0,0,0
165,11970000,138000,-44.76500414,-7.325757513,0.011878886,0.01981179,0.028963682,299.02053,-294.2131729,-21.31617345,0.090600507,0.105837481,0.124954401,83.20849281,1.003906732,-9.109066982,-26016.47333,-46561.95573,0
166,11970000,118000,-41.18448321,-25.37630013,0.010651073,0.018022589,0.027139098,255.9417953,-243.4745134,-86.59727814,0.092711412,0.118373572,0.127817729,93.96294513,-0.567234858,-3.085422023,-26220.51737,-44044.2964,0
167,11970000,-130000,44.91427881,14.2181336,-0.01109859,-0.019889984,-0.029888001,-276.6856653,273.8027229,64.92244534,-0.093319748,-0.110450819,-0.138375915,-98.73403888,0.605525287,3.772591537,26017.96327,51186.78162,0
168,23939000,287000,-89.25148653,-20.28599946,0.025241326,0.042238738,0.054378116,578.879713,-628.7935191,-67.36963183,0.196931296,0.198159421,0.276134419,186.9097098,-6.25910159,-9.834874359,-55179.10795,-93789.89912,0
169,11970000,-149000,42.42432157,9.965763763,-0.010961335,-0.018646046,-0.028097134,-303.4463704,270.14567,31.788691,-0.09233512,-0.117567685,-0.126337655,-94.06575761,2.718250763,5.02166184,24916.28767,48228.15266,0
170,12197000,-151000,49.65443961,11.20111103,-0.011532059,-0.020319817,-0.032434679,-293.1796949,296.4371895,34.80776385,-0.087085909,-0.106693551,-0.136470072,-84.88297397,2.84865478,4.821080381,23751.27887,48096.68222,0
171,5444000,58000,-19.19621285,-6.289940206,0.005465847,0.009013149,0.013242279,141.3533803,-111.8378381,-33.95956325,0.043744407,0.049025726,0.054740685,48.09846393,-0.29887359,-1.67820909,-11846.18959,-23170.12544,0
172,39160000,418000,-158.3232882,-46.98605817,0.034903408,0.059081582,0.094721539,883.3796347,-877.1082063,-221.2868344,0.313332082,0.386255832,0.425125264,345.649108,-2.173900593,-11.72369672,-76565.99414,-155418.399,0
173,2472000,26000,-9.567647584,-2.922618923,0.002425448,0.00394791,0.005896049,63.61752763,-54.70126317,-14.89875867,0.019369007,0.020621132,0.029673381,21.01941697,-0.131947982,-0.822292936,-5671.959956,-9831.270985,0
174,1409000,15000,-5.007512816,-1.597821796,0.001289997,0.002340421,0.003809494,31.84049709,-30.37621249,-8.958516293,0.00979482,0.011633855,0.016751466,10.67547342,-0.075766592,-0.453343145,-3127.85612,-5040.803214,0
175,59848000,-675000,103.9664343,309.3170063,-0.05943667,-0.103828975,-0.152501672,-1416.277331,699.6778493,954.8841415,-0.425747938,-0.509311829,-0.597551,-660.6223449,-9.561987924,44.50657221,105039.0981,251371.5686,0
176,135985000,560000,-270.5908407,-660.0124416,0.124192666,0.238024037,0.343837457,2014.132672,-1565.248329,-2189.920065,1.013697589,1.20858942,1.396150424,-72456.25353,-246945.1932,0,0,0,0
177,14470000,142000,-22.14799281,-69.31338465,0.015566929,0.022946573,0.032789512,366.240646,-129.6164724,-276.878819,0.107729222,0.140126398,0.169687697,153.9453078,0.56489132,-19885.06466,-51360.64324,0,0
178,12121000,132000,-14.94877971,-67.40464922,0.011917272,0.021266424,0.032434859,279.1538675,-88.25534297,-298.6097213,0.093651295,0.116903162,0.138407747,139.2458614,1.458949342,-10.42422733,-24035.39352,-49439.66017,0
179,11970000,130000,-14.39469043,-69.96852595,0.012540771,0.021536427,0.032492408,262.2846616,-86.33633684,-284.2796048,0.083233098,0.10111447,0.136070937,133.2796978,1.687274265,-12.24029165,-21595.07339,-46074.99435,0
180,52803000,58000,0.005793148,0.024023083,0.04971819,0.097305674,0.128266714,0.200933809,-5857.87988,-42387.71333,0,0,0,0,0,0,0,0,0
181,27197000,-93000,24.23338077,172.7640158,-0.028387132,-0.044812196,-0.071452024,-445.8924228,93.35575155,781.3406877,-0.187830824,-0.224174875,-0.279300799,12258.11649,55490.28518,0,0,0,0
182,24242000,77000,0.002869427,-184.239,0.024758871,0.043943182,0.064242098,574.8028413,0.117988122,-659.9345369,0.170628692,0.213045299,0.27514535,313.7358397,-10.97669328,-15.30479143,-37967.32542,-113491.9474,0
183,166667000,-499000,-1.70687E-05,-5.18254E-06,4.61975E-06,-4.84747E-05,1.44905E-05,-2560.706043,-140546.2411,-4682.228766,-1.364303433,-1.416200672,-1.695361164,88156.69572,308797.5618,0,0,0,0
184,24242000,87000,0.002454019,-217.7859063,0.02385453,0.042056046,0.05578899,541.2109417,0.109409107,-787.5525832,0.172292634,0.225938479,0.252218238,365.3037194,-9.698773607,-17.68670984,-37359.28735,-100580.8201,0
185,11970000,43000,0.001199684,-91.02291682,-4.449780523,0.018370102,0.031421219,288.6970324,0.05933383,-293.8438946,-50.46426234,0.112650737,0.131786597,169.4615123,-1.61885207,-5.555024327,-21795.71613,-47641.13827,0
186,23939000,112000,0.002435793,-209.4277679,-8.38610522,0.043392615,0.062993986,563.6070481,0.103082963,-661.4414684,-97.2237347,0.200058828,0.238085239,326.4718879,-3.226970523,-10.9165449,-37241.03008,-104998.1581,0
187,12121000,-44000,-0.001473123,98.06316037,8.981751148,-0.018846922,-0.031275728,-305.0719573,-0.055970864,335.597991,55.8680549,-0.119791869,-0.142915696,-181.0405036,-0.112404182,6.733479639,19993.9654,53056.02904,0
188,12121000,44000,0.001471179,-89.24879723,-9.425384188,0.021921426,0.032641035,266.4076447,0.059468377,-319.9229922,-50.02433424,0.10873793,0.118977912,163.3757966,0.106360126,-7.977527636,-19680.60445,-49310.21644,0
189,69773000,39000,0.007512806,0.026782318,0.069911092,0.115611089,-39977.19962,-7963.919396,0,0,0,0,0,0,0,0,0,0,0
190,69773000,29000,0.007180555,0.030916637,0.071201877,0.115474848,-36922.15891,-8763.958337,0,0,0,0,0,0,0,0,0,0,0
191,11970000,44000,0.001226101,-75.32362828,-38.26974125,0.019242706,0.028693734,302.2067505,0.061738191,-260.558554,-134.2480666,0.098397486,0.132141669,185.1910485,-2.893584682,-3.651684745,-17677.03169,-55202.66033,0
192,23939000,-57000,-0.002913051,163.8754666,70.04840228,-0.040682003,-0.064130299,-535.4758074,-0.115511689,508.9344544,281.062415,-0.200225399,-0.266196987,-419.811439,-1.858272469,23.02641407,37415.79549,101414.2336,0
193,27197000,-39000,-0.002830619,155.0150161,82.72462721,-0.045018069,-0.067875792,-442.1948216,-0.133835088,607.1470878,312.9378432,-0.22939932,-0.293899626,10560.86672,48305.67189,0,0,0,0
194,23939000,-27000,-0.002907287,132.4443073,112.0473648,-0.043029472,-0.065439831,-579.8832073,-0.107297114,459.490321,303.1059839,-0.210326382,-0.253419721,-398.3304193,-0.868165693,12.61830936,38839.65993,116521.5031,0
195,158409000,-32000,-0.016494372,-0.067505093,-0.147939594,-0.277408082,-0.387576791,-0.605257584,-0.706614241,81790.57365,76113.21337,0,0,0,0,0,0,0,0
196,12273000,30000,0.001385382,-63.32546309,-62.91506507,0.018786977,0.030882778,295.9998974,0.058258425,-215.2971556,-184.2903673,0.109169283,0.132340687,195.264896,-3.09642112,-11.18825416,-19956.27807,-58107.69859,0
197,27273000,-26000,-0.002861287,130.192224,132.7911049,-0.047914501,-0.065499373,-488.6441912,-0.120119073,429.48688,444.0751161,-0.238110073,-0.325725911,11093.59778,58868.29455,0,0,0,0
198,18594000,-121000,-0.002231979,124.5148943,43.54121684,-0.029072913,-0.045628428,-442.8907527,-0.083247469,411.6846734,129.8750973,-0.174361361,-0.182266011,-266.9718341,-6.002454165,23.23891369,30318.96771,79780.93726,0
199,5139000,-33000,-0.000563045,32.15174204,11.25155874,-0.008984043,-0.013525724,-132.5223749,-0.023745644,112.0330819,30.15359852,-0.047847332,-0.055755545,-82.95372526,0.174334697,6.337364546,7627.172099,22374.79838,0
200,509000,-3000,-5.39102E-05,3.502957353,1.194750104,-0.000832421,-0.00137202,-11.93782478,-0.002349971,13.27092695,3.015462357,-0.004544263,-0.005367239,-8.345484953,0.016835205,0.567884971,742.5923728,2204.515057,0
201,12273000,43000,-0.001392819,41.00302792,84.14564179,-0.020456768,-0.031549935,-262.8971626,-0.05341938,130.7867846,227.3484096,-0.106573087,-0.124957201,-214.9402355,-0.707176098,6.92852493,16945.66704,56028.30976,0
202,11970000,42000,-0.001452416,41.04777164,81.05319579,-0.018615383,-0.031678495,-283.9742532,-0.059040549,120.6840089,266.7513836,-0.110566172,-0.128428383,-209.1710202,-3.758228359,18.03797041,15314.625,52183.03412,0
203,11970000,15000,0.001390891,-33.14376597,-98.125609,0.021027102,0.026886049,279.3354713,0.059300093,-85.35128646,-325.9257915,0.111449023,0.142749404,216.9787809,0.488392642,-8.691104745,-17095.07773,-54738.03909,0
204,11970000,15000,0.001420266,-33.33596284,-97.49362916,0.020463605,0.027014435,292.7963718,0.057734776,-85.35032604,-297.882639,0.104605652,0.138150492,223.1319663,0.476885247,-9.418641104,-16784.15137,-58407.61531,0
205,316818000,-216000,-0.035608021,-0.129870128,-0.324092743,-0.55151492,-0.770198787,-1.211422159,-1.689926238,55474.95015,305550.9279,0,0,0,0,0,0,0,0
206,71818000,-31000,0.007415961,-136.0981786,-712.4777946,0.121045485,0.181156712,1645.945196,0.368686053,-360.1958516,-2177.575366,0.589845914,0.748394462,1306.731781,6.533434909,-39.99953029,-91026.72207,-351990.4759,0
207,11970000,-36000,0.001259093,-13.25409354,-133.9633054,0.019513799,0.027279761,261.0752283,0.054187114,0.080691795,-419.3629242,0.114904831,0.13548605,228.4865003,1.029647451,-10.74731391,-16313.59505,-54875.70246,0
208,11970000,-51000,0.001355361,-15.47710885,-139.4239543,0.017781902,0.028719392,262.5577185,0.060564162,0.079395426,-366.8780682,0.115011146,0.136261766,256.0942576,0.986071315,-9.491036153,-15452.45793,-63065.50562,0
209,59848000,240000,-0.006617156,-0.02770673,713.0380206,-0.108230617,-0.163168245,-1463.747581,-0.256806123,-0.391590625,1946.972166,146.9290753,-0.699292375,-1353.957237,-7.545827951,23.93563572,75718.90332,275319.9397,0
210,72348000,-161000,0.008066903,0.028377818,-961.7637453,0.110046593,0.1940432,1726.960653,0.357048593,0.406334359,-2151.715,-177.6162601,0.758522411,1565.835686,7.927837873,-68588.39559,-278734.6375,0,0
211,11970000,-4000,0.001428303,0.005055676,-137.611351,0.02003937,0.029373135,311.0765846,0.054837466,0.080061097,-347.9466482,-44.69216885,0.138562528,273.9887613,-1.350222077,-14.8125378,-13231.84626,-54688.2117,0
212,11970000,23000,0.001388444,0.00506945,-113.5862014,-42.52259389,0.028832995,265.3099503,0.057839048,0.070489549,-272.9490934,-135.5471465,0.134217708,257.8100417,1.438344324,-6.634288256,-14666.77254,-58540.16955,0
213,52803000,60000,0.005263028,0.022913237,0.057809209,0.091635721,0.122599557,0.21731223,0.2536253,0.324555928,-38607.41601,-20573.99739,0,0,0,0,0,0,0
214,11970000,23000,0.001294396,0.005019612,-120.4687677,-41.2047633,0.027713243,297.4937258,0.060747679,0.071818966,-297.4486282,-146.0303967,0.118376952,270.7249258,1.321457177,-6.826876204,-12932.4116,-57481.53362,0
215,11970000,28000,0.001229665,0.005217892,-122.5143399,-37.20280185,0.028087179,287.3875393,0.052168921,0.074784803,-293.8082072,-148.3461086,0.128753731,289.8648174,1.472528996,-6.705713552,-12438.27585,-55240.56219,0
216,11970000,33000,0.001218043,0.005425204,-116.1500943,-37.11794448,0.030342069,265.350675,0.051864659,0.079187403,-277.7901769,-145.6472525,0.139218925,292.1060279,1.470186561,-6.840588505,-14502.79463,-64764.89758,0
217,11970000,-54000,-0.001433079,-0.00518407,110.8605365,47.35968442,-0.027887583,-278.1733527,-0.056449655,-0.06776667,276.761944,159.9545171,-0.135256921,-250.4125949,-5.198436835,18.19287718,13225.72539,66800.70109,0
218,105606000,168000,0.011877817,0.044845232,0.099382701,0.192752798,0.296332987,0.405556174,0.48168206,0.657785692,-62741.31321,-65350.2469,0,0,0,0,0,0,0
219,23939000,178000,0.002526542,0.010165809,-178.7680435,-132.1985636,0.060773524,605.8999866,0.116375716,0.148468473,-401.167375,-458.250786,0.281313566,568.0837779,6.471667282,-25.88404953,-24740.42376,-121921.1962,0
220,54394000,-167000,-0.006474572,-0.023508294,325.5639614,481.453895,-0.125948106,-1067.538585,-0.260058979,-0.306495335,802.9093184,1098.259697,-0.564692806,12836.71224,113284.7526,0,0,0,0
221,23939000,140000,0.002886744,0.010538326,-145.1412617,-190.2520164,0.056057262,513.9798092,0.103207283,0.15870662,-400.0104011,-477.2867437,0.253636475,546.6711464,3.513708221,-24.81229661,-23091.43305,-129341.6712,0
222,219697000,73000,0.026210413,0.090550715,0.217255836,0.379860701,0.593674704,0.766239068,1.052968051,-63665.43522,-176239.2553,0,0,0,0,0,0,0,0
223,219697000,205000,0.022281417,0.088036069,0.242658042,0.358646669,0.61143003,0.850017843,1.122542706,1.33446355,-233069.7548,-28091.82427,0,0,0,0,0,0,0
224,52803000,-79000,-0.005494648,-0.020796344,-0.057611777,-0.091724489,-0.134116818,-0.178242425,-0.238601349,-0.306625407,28049.76394,36362.32238,0,0,0,0,0,0,0
225,11970000,-86000,-0.001322218,-0.004723199,71.78836492,110.7874008,-0.028301721,-289.9634766,-0.051665613,-0.066632197,165.886639,242.9258903,-0.123254184,-311.7989716,-2.276819741,9.10648597,12765.96184,65068.47896,0
226,59091000,107000,4066.327188,0.022865276,0.054362627,0.093833371,0.148853589,770.0728718,-901.7368765,0.349103042,0.477016885,0.570895206,0.60890667,224.1370047,-7.29047646,-206618.5129,-17004.21523,0,0
227,37727000,-23000,-2849.815389,-0.01593566,-0.034457592,-0.066271141,-0.098885547,-532.0173898,619.8156522,-0.211607918,-0.275072268,-0.31405245,-0.4274074,-141.8080528,4.907475831,12.26709053,-44.43903762,239880.6346,8071.254123
228,52803000,-12000,0.005963186,0.02023363,0.055213622,0.082304283,0.144524624,0.198706579,0.260724943,0.359036777,-22374.73831,-38266.25362,0,0,0,0,0,0,0
229,52803000,10000,4171.410328,0.021527306,0.056019996,0.094920435,0.134752042,64.6513393,0.26606222,0.359920657,0.416910759,0.465494551,0.599371567,-74249.96863,-8562.644773,0,0,0,0
230,105606000,21000,8055.862358,0.042528965,0.096779728,0.187888201,0.269912142,127.2941322,0.53089324,0.662592025,0.868051636,0.906143585,1.184303134,-135292.8819,-15615.82565,0,0,0,0
231,50000000,1000,-0.005927603,119.7066996,433.7659002,-0.085640937,-0.126779236,-1089.507584,-0.260365216,321.3062613,1398.098665,-0.472732891,-0.574533789,-935.2568653,-9.433353709,44.61397123,71879.89852,227336.819,0
232,109091000,-63000,-0.012025938,-0.044734347,-0.106618941,-0.166945706,-0.259139691,-0.434997235,-0.546323053,-0.699938604,36024.65283,105648.25,0,0,0,0,0,0,0
233,24242000,28000,0.002784346,0.010943963,-77.66344228,-303.2195976,0.054797077,628.0064758,0.124145005,0.148811464,-197.4380393,-652.1591832,0.249357204,617.1910636,8.215426614,-26.48111066,-21828.99641,-122685.7817,0
234,108788000,-114000,-0.010806599,-0.043124554,270.4278551,1477.999591,-0.292097164,-2176.731353,-0.537513058,-0.704114134,788.8847501,3346.209359,-1.290990911,23595.44209,241807.2665,0,0,0,0
235,47879000,47000,0.004937459,0.019635861,-133.2252642,-568.2985327,0.116364004,1219.979129,0.21265218,0.289427267,-347.9021015,-1433.019089,0.557000118,1186.209186,9.191951878,-33.47807379,-42525.71606,-276908.5863,0
236,23939000,-80000,-0.002706547,-0.009335185,48.42715981,349.1889518,-0.055449109,-583.6637681,-0.120980321,-0.138241043,133.2273258,637.2530433,-0.280788,-668.5323825,-12.49669149,40.44083817,21790.86503,133206.9583,0
237,12121000,-9000,-0.001395334,-0.005502579,24.42621018,171.5962803,-0.03116005,-299.8988445,-0.062870523,-0.080908312,62.33914588,321.3988019,-0.139990987,-329.0646634,-6.350940755,19.81042775,10100.07581,63672.01802,0
238,81591000,-156000,-0.009011312,-0.035370931,168.9237513,1162.115098,-0.206010105,-1557.164208,-0.357760126,-0.486519001,489.5900836,2254.091233,-0.865384074,16313.70334,173373.6166,0,0,0,0
239,35909000,105000,0.004272969,0.013577044,-78.41615959,-475.4070277,0.082145013,832.87914,0.169674972,0.2013273,-206.439963,-1110.715887,0.382106558,927.0932861,16.01947381,-60.63907407,-34138.30703,-191980.5868,0
240,52803000,-55000,-0.005348589,-0.023944172,-0.048705582,-0.0983089,-0.132361682,-0.185212031,-0.281706124,-0.320001663,8615.611775,55071.10307,0,0,0,0,0,0,0
241,55475000,-525000,-0.0066284,-0.0217496,-0.056005697,865.5782183,79.70325142,-1294.803074,-0.240648159,-0.30847398,-0.391853387,1705.888005,127.1512254,-1469.88786,-30.6700418,109.739464,48934.18584,298839.315,0
242,40478000,-8000,0.004048788,0.01764727,0.042614729,-549.7884382,-54.32989898,999.3989986,0.196234769,0.231599704,0.311303958,-1318.852381,-100.855751,1187.693797,21.60186937,-73.48977999,-34777.70154,-232829.7552,0
243,74241000,-447000,-0.008555122,-0.029200388,-0.076613556,1005.60197,100.2760431,-1780.818357,-0.362382547,-0.423481201,-0.626172469,2429.467956,189.8551306,-2003.055926,-36.8520854,144.4704731,59337.64592,390573.0534,0
244,105606000,-136000,-0.010487263,-0.04201581,-0.110193892,-0.186710211,-0.272592222,-0.424599633,-0.520015451,-0.712641199,-0.817818341,117896.8282,4882.956602,0,0,0,0,0,0
245,11970000,5000,0.001340773,0.005338542,0.01261651,-170.4079184,-38.98338939,281.8646716,0.055085312,0.072360413,0.093948325,-366.7098066,-47.18561262,326.6768962,-3.932886233,-10.63756433,-9529.698584,-60880.88578,0
246,11970000,-30000,0.001380563,0.005015073,0.012979599,-155.2430281,-39.20044158,282.3515356,0.058678476,0.075592738,0.090055453,-326.4747704,-97.19610628,305.9910606,2.29843347,-7.522131652,-8463.191857,-69242.60873,0
247,11970000,25000,0.001349787,0.005312087,-26.7038474,-170.3925016,0.032023446,301.0075583,0.060196961,0.078920592,-63.80285348,-367.0328735,0.137923329,329.4427974,5.935801841,-19.97068109,-10202.6275,-69861.92611,0
248,110606000,78000,0.011593917,0.050271548,0.118256143,0.17913418,0.276426026,0.42451913,0.500297543,0.639279038,-56005.88286,-77934.65411,0,0,0,0,0,0,0
249,11364000,-40000,-0.001188885,-0.004798065,-0.011622113,85.20128909,111.2963573,-256.2379323,-0.058446232,-0.075094982,-0.090443653,182.8936479,231.5648744,-332.7786165,-7.570743745,9.227126923,33116.11694,28507.11271,0
250,11970000,-90000,0.001333511,0.004846053,0.011056872,-49.72446332,-162.7042713,257.1847177,0.055488198,0.067885861,0.086209902,-103.4866403,-374.7688863,373.8242075,7.238349892,-18.09225512,-6059.498028,-71398.30112,0
251,27197000,74000,-0.002994773,-0.011243102,-0.027445529,108.3461316,377.0597961,-608.8202309,-0.125918929,-0.158862448,-0.226506247,229.1095833,782.8786996,2999.410617,73816.96016,0,0,0,0
252,27197000,62000,-0.003044288,-0.011709584,-0.027460782,99.83371826,367.7668284,-571.6666442,-0.121295918,-0.17626319,-0.216182892,223.9757382,725.8010054,2639.765356,65042.1999,0,0,0,0
253,11970000,49000,-0.001406836,-0.005458313,-0.011200426,38.2614216,187.9246368,-293.07345,-0.06161712,-0.078769801,-0.089504101,79.05301038,373.7802237,-357.0447172,4.890059304,9.092016215,5614.317358,76725.53287,0
254,52803000,20000,-0.005725539,-0.022269781,-0.057653126,-0.080333723,-0.126568869,-0.181248466,-0.26774372,-0.343181311,-0.377674011,4200.983628,66715.84156,0,0,0,0,0,0
255,23939000,78000,-0.002804124,-0.009192815,-0.023362302,-0.039210344,496.2564202,-602.2393326,-0.108960059,-0.139726704,-0.190485025,53.70055225,791.3428551,-855.0399946,-3.523507258,1.45919172,9568.884446,155618.9599,0
256,54394000,-45000,0.006457962,0.020723501,0.051167694,0.089927482,-1026.951604,1262.607369,0.251041308,0.356798192,0.44110599,-126.2183044,-1985.518789,-4682.856362,-140905.9591,0,0,0,0
257,52803000,22000,-0.005239054,-0.021952305,-0.050760353,-0.097291072,-0.143670778,-0.185600637,-0.252741464,-0.352112779,-0.419124373,2192.353312,66831.20243,0,0,0,0,0,0
258,11970000,19000,-0.001356298,-0.004940705,-0.011313431,-0.019657208,199.5570128,-236.9556285,-0.051307399,-0.076999033,-0.094583408,-0.116556707,360.1210224,-325.9186328,-1.775181378,-0.39364383,3907.264597,76127.89325,0
259,11970000,-17000,-0.001317151,-0.00448568,-0.012952726,-0.019436058,141.8858496,-193.521302,-0.059726666,-0.078821488,-0.09307686,-0.101304519,296.8955328,-243.2012356,-1.544627913,3.030589238,3741.548058,74893.05697,0
260,27197000,3000,0.00294413,0.010535454,0.02614773,0.048068567,-372.4606127,400.4400093,0.121000801,0.171736195,0.226191314,0.271416121,-708.3249789,-1434.509016,-69045.28524,0,0,0,0
